name,address,ratings,price,image_url,Location
Radisson Blu Hotel,"Lot N8-1/No 47 Cai Dam, Urban Area, Ha Long, Quang Ninh",4.5,2800000,https://lh3.googleusercontent.com/p/AF1QipOCuwm0mFZZglehrhCLEmUZAf-oX1sLdMoxqc8v=w447-h298-k-no,Quang Ninh
Paddington Hotel ,"Service Lot 02, Extended Column 5-8, Dien Bien Phu Street, Hong Ha, Ha Long, Quang Ninh",4.6,1900000,https://lh3.googleusercontent.com/p/AF1QipOHAnTU8Z2a6iOQZtQ2RjSnRI7wt-3GjGJnXRZk=w387-h298-k-no,Quang Ninh
Draha Halong Hotel,"23 Phu Gia 4, Vinhomes Dragon Bay Urban Area, Cam Pha, Quang Ninh",4.5,950000,https://lh3.googleusercontent.com/p/AF1QipMj6ZL6FDjudWUS-FuR3087KKnVwOiajZRi5ISc=w439-h298-k-no,Quang Ninh
DeLaSea Ha Long Hotel ,"Lot 1 Ha Long Marine Blvd, Bai Chay, Ha Long, Quang Ninh",4.4,1700000,https://lh3.googleusercontent.com/p/AF1QipOnYSaJImdpUOGepCPH7RcyDP72i2nBc8PAZ9Xv=w224-h336-k-no,Quang Ninh
Hai Yen Luxury Hotel,"400 Tran Phu, Cam Trung, Cam Pha, Quang Ninh",4,750000,https://lh3.googleusercontent.com/p/AF1QipN81w6n1NzLC2mzWDjLzN2fGEe_FMOtsizeka_F=w454-h298-k-no,Quang Ninh
Royal Halong Hotel,"Bai Chay, Ha Long, Quang Ninh",4.8,2100000,https://lh3.googleusercontent.com/p/AF1QipMlvUGuRXJtdPvuxPbKcXEA8jMO8_XhX5WtnBlT=w397-h298-k-no,Quang Ninh
Luxury Hotel,"Hoang Thi Hong Chiem, Hong Hai, Ha Long, Quang Ninh",3.8,650000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzm_ZNbljuL3_Bx99igzbIiBZYA6CKuiK-bypl71T22SjRTghkqSwKTnwcm9qqhAUNn7WHqYbfdmOBGvCIGc7QHu9AJDXYfJvjRokRB3WGt4EVK8uYuqqEqDjMzi1Lhl8cEjmd1=w446-h298-k-no,Quang Ninh
Diamond Luxury Hotel ,"2 25 Thang 4, Ha Long, Quang Ninh",4.1,880000,https://lh3.googleusercontent.com/p/AF1QipOal2ZDYX0oOS7KWVN05eyK5EXdgeA33TLQadQ3=w399-h298-k-no,Quang Ninh
White Crown Hotel,"11 Alley 17 Anh Dao, Bai Chay, Ha Long, Quang Ninh",4,550000,https://lh3.googleusercontent.com/p/AF1QipORbipHcFm9tewWcSbxX23JQMUxMWLHIv8D4d-v=w397-h298-k-no,Quang Ninh
Ha Long New Century Hotel,"Coral Bay Area, BIM 17 Complex, Hoang Quoc Viet Street, Ha Long, Quang Ninh",4.2,800000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy447RgfGck93Z90aXuu8ornQLrU6lRDpB7U3TaOaFU05cmNoQTEZj0RUD-lKsJ-CyMJ_oWYD02WrCLUzIW68dLtVv0J0zgJcHeZrCGF9QIKLL4h-Zu2uyc0LDIhGOGWQxohF-cHA=w447-h298-k-no,Quang Ninh
Vincent Ha Long Hotel,"44 Ha Long Road, Ha Long, Quang Ninh",4,1150000,https://lh3.googleusercontent.com/p/AF1QipNxVXEV4kJTizw-cOMFHvZ2ZiAjQ7XrydEWTpbf=w224-h484-k-no,Quang Ninh
Hon Gai Hotel,"No 5, Lot 14 Monbay Urban Area, Tran Quoc Nghien, Ha Long, Quang Ninh",4.8,680000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw26mCNghva6J2UtndmaUctC9f8kCsX9-XMzXWhqrIaEYJ9jsfHgtyjfw5CM0KEeYhG-JZS9cSODZsJjRct44mvwzCI0wpQDDlIJKxNImO6Jnb6YgWZIqoWbQ-PV9hE-30P1zkt=w224-h298-k-no,Quang Ninh
Ha Long DC Hotel,"8 25 Thang 4, Bach Dang Ward, Ha Long, Quang Ninh",4.2,1050000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw51ddLDVTdRnUS-NTUY22Cg-NU8RaKvHuVkxDJUdEl3Pbt8YcZPuZUuEGCVeyByHstNYjmMMqZycxkbjcl60ISKi6i1NvatP2J4lvIriF_L-YNIFEm85u2MGWhFVKahJOe_UiT=w224-h317-k-no,Quang Ninh
Tuan Chau Havana Hotel,"51 Zone A, Port, Quang Ninh",4.3,720000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxv79nrT7dQsEswXiG9BHy-sqr_RV5XEPpgYzapanOgGub7zqrIYqdPz1tpJAdoCcxwz-9TjYwbMfVrumls0uYxp0G4XtzeiR9ZixcOLYJJ_jiSnK5EtrFsdnZb9ogxKRRrBniU=w224-h298-k-no,Quang Ninh
D'Lecia Ha Long,"Tan Mai/38 Cai Dam, Bai Chay, Ha Long, Quang Ninh",4.6,1100000,https://lh3.googleusercontent.com/p/AF1QipPKGHXh5YW71h6JwcCpXRnoQUrpd5ASkxA-I4kV=w224-h340-k-no,Quang Ninh
Halong Boutique Hotel,"42 Nguyen Du Street, Ha Long, Quang Ninh",4.4,1250000,https://lh3.googleusercontent.com/p/AF1QipPzbyJ5Y4FsJJxuHosp_nXxG2GN45RYULCr0rC3=w447-h298-k-no,Quang Ninh
Ha Long Dream Hotel,"10 Ha Long, Bai Chay, Ha Long, Quang Ninh",4.7,1200000,https://lh3.googleusercontent.com/p/AF1QipNitwS7D3dL1qqJvs6HqtBy5bK2MT-CbZFfbUmK=w224-h398-k-no,Quang Ninh
River Hotel,"Ky Quan, Bai Chay, Ha Long, Quang Ninh",4.3,850000,https://lh3.googleusercontent.com/p/AF1QipO9R1zsyNzPJ_zQ_Kx9UP6QIVfA0ZgA7yWDRCll=w397-h298-k-no,Quang Ninh
Premier Village Ha Long,"Ky Quan, Tuan Chau, Quang Ninh",4.6,3800000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSza67mlaP0-WkuaYNNCrH5AKyJugLDh2n9uxwV9LluhghsSZr4A9leAx8IHFsCpZkOubnRjY80oEAUiYZTDDK-ZRehMDI4DR66PBifnLCLqC7-XKwwLsaJJCGyd0uJIBYaYyqoezQ=w397-h298-k-no,Quang Ninh
Bai Chay Panda Hotel,"62 Anh Dao, Bai Chay, Ha Long, Quang Ninh",4.8,420000,https://lh3.googleusercontent.com/p/AF1QipPwSdOb0TPXwh8X1I28RSpO4FLgdvjaVLBpC8-1=w224-h414-k-no,Quang Ninh
Royal Hotel Hon Gai,"Tran Quoc Nghien, Hong Ha, Ha Long, Quang Ninh",4,780000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxBk1OvTHQi4iia7r1eXYrrLp2aJOXtrQjUir58VI0kj-GB94gWIWA41CN5qOU0rJ7AlG02CNjU7GKhoTNfLSaB8_by2TS5LOZD0NZxj9BCnagOtJThjlyvKe0fnyYM9JrLDc=w529-h298-k-no,Quang Ninh
Top One Halong Hotel,"Block D2, Unit 3-4-5 MonBay Urban Area, Ha Long, Quang Ninh",4,820000,https://lh3.googleusercontent.com/p/AF1QipNBMl3W54SjCTYArqaL3y6dOy7V7SAvvCegFqDe=w224-h336-k-no,Quang Ninh
Sunshine Ha Long Hotel,"Sun Plaza Grand World, E345 Ha Long, Bai Chay, Ha Long, Quang Ninh",4.4,950000,https://lh3.googleusercontent.com/p/AF1QipNoMZooYLdf4TIDLWzTj9nlMYA5DraQjC1Sxm8R=w282-h298-k-no,Quang Ninh
